@relation accelerometer_features

@attribute fft_coef_00 numeric
@attribute fft_coef_01 numeric
@attribute fft_coef_02 numeric
@attribute fft_coef_03 numeric
@attribute fft_coef_04 numeric
@attribute fft_coef_05 numeric
@attribute fft_coef_06 numeric
@attribute fft_coef_07 numeric
@attribute fft_coef_08 numeric
@attribute fft_coef_09 numeric
@attribute fft_coef_10 numeric
@attribute fft_coef_11 numeric
@attribute fft_coef_12 numeric
@attribute fft_coef_13 numeric
@attribute fft_coef_14 numeric
@attribute fft_coef_15 numeric
@attribute fft_coef_16 numeric
@attribute fft_coef_17 numeric
@attribute fft_coef_18 numeric
@attribute fft_coef_19 numeric
@attribute fft_coef_20 numeric
@attribute fft_coef_21 numeric
@attribute fft_coef_22 numeric
@attribute fft_coef_23 numeric
@attribute fft_coef_24 numeric
@attribute fft_coef_25 numeric
@attribute fft_coef_26 numeric
@attribute fft_coef_27 numeric
@attribute fft_coef_28 numeric
@attribute fft_coef_29 numeric
@attribute fft_coef_30 numeric
@attribute fft_coef_31 numeric
@attribute fft_coef_32 numeric
@attribute fft_coef_33 numeric
@attribute fft_coef_34 numeric
@attribute fft_coef_35 numeric
@attribute fft_coef_36 numeric
@attribute fft_coef_37 numeric
@attribute fft_coef_38 numeric
@attribute fft_coef_39 numeric
@attribute fft_coef_40 numeric
@attribute fft_coef_41 numeric
@attribute fft_coef_42 numeric
@attribute fft_coef_43 numeric
@attribute fft_coef_44 numeric
@attribute fft_coef_45 numeric
@attribute fft_coef_46 numeric
@attribute fft_coef_47 numeric
@attribute fft_coef_48 numeric
@attribute fft_coef_49 numeric
@attribute fft_coef_50 numeric
@attribute fft_coef_51 numeric
@attribute fft_coef_52 numeric
@attribute fft_coef_53 numeric
@attribute fft_coef_54 numeric
@attribute fft_coef_55 numeric
@attribute fft_coef_56 numeric
@attribute fft_coef_57 numeric
@attribute fft_coef_58 numeric
@attribute fft_coef_59 numeric
@attribute fft_coef_60 numeric
@attribute fft_coef_61 numeric
@attribute fft_coef_62 numeric
@attribute fft_coef_63 numeric
@attribute max numeric
@attribute label {standing,walking,running,others}

@data
405.04164,142.853962,101.191032,68.906705,63.101935,41.464495,34.2783,20.534195,20.388267,12.326515,6.601633,5.264641,0.859163,0.412906,1.116139,1.520001,0.954666,1.147402,1.226408,0.776042,0.474317,0.247219,0.27685,0.376252,0.442566,0.484237,0.338826,0.325524,0.265862,0.090182,0.129353,0.18404,0.023564,0.18404,0.129353,0.090182,0.265862,0.325524,0.338826,0.484237,0.442566,0.376252,0.27685,0.247219,0.474317,0.776042,1.226408,1.147402,0.954666,1.520001,1.116139,0.412906,0.859163,5.264641,6.601633,12.326515,20.388267,20.534195,34.2783,41.464495,63.101935,68.906705,101.191032,142.853962,20.732359,walking
369.028553,83.807812,43.251828,26.798595,7.219128,12.859719,11.948027,10.640493,2.886613,7.296078,9.3525,9.055512,7.031186,5.097746,4.899301,4.974754,4.912457,4.564957,4.250757,4.145638,4.182638,4.076213,3.729667,3.441891,3.356916,3.4422,3.468924,3.341058,3.137364,2.950291,3.027564,3.215358,3.268146,3.215358,3.027564,2.950291,3.137364,3.341058,3.468924,3.4422,3.356916,3.441891,3.729667,4.076213,4.182638,4.145638,4.250757,4.564957,4.912457,4.974754,4.899301,5.097746,7.031186,9.055512,9.3525,7.296078,2.886613,10.640493,11.948027,12.859719,7.219128,26.798595,43.251828,83.807812,10.653824,walking
610.99044,110.965398,94.63812,41.141837,28.198092,33.835105,18.241783,3.233145,14.245686,15.176891,10.184459,4.576468,6.095848,7.186675,6.58474,3.635322,1.44612,2.938197,3.245905,2.65027,2.273738,2.482327,2.415468,2.026733,1.988352,2.353895,2.237161,2.175194,2.108709,2.059224,1.983259,2.007421,2.124869,2.007421,1.983259,2.059224,2.108709,2.175194,2.237161,2.353895,1.988352,2.026733,2.415468,2.482327,2.273738,2.65027,3.245905,2.938197,1.44612,3.635322,6.58474,7.186675,6.095848,4.576468,10.184459,15.176891,14.245686,3.233145,18.241783,33.835105,28.198092,41.141837,94.63812,110.965398,19.839098,walking
524.833428,83.446368,76.840971,72.173423,24.258107,30.364864,15.433423,10.455847,11.19951,4.852225,5.169887,5.437412,0.308497,4.362714,1.965993,1.742428,2.38788,0.810921,1.058841,1.449264,1.289883,0.873059,1.438784,0.667708,1.456089,0.714557,0.92415,1.339474,0.463505,1.20358,1.044836,0.668408,0.95066,0.668408,1.044836,1.20358,0.463505,1.339474,0.92415,0.714557,1.456089,0.667708,1.438784,0.873059,1.289883,1.449264,1.058841,0.810921,2.38788,1.742428,1.965993,4.362714,0.308497,5.437412,5.169887,4.852225,11.19951,10.455847,15.433423,30.364864,24.258107,72.173423,76.840971,83.446368,16.156248,walking
198.521145,29.716238,55.090624,8.41845,13.910137,4.068982,5.125643,3.152846,1.823061,0.997104,0.969468,0.951303,1.172568,0.606619,0.35907,0.142944,0.49239,0.154506,0.325006,0.243281,0.079823,0.258322,0.230851,0.154805,0.082414,0.102957,0.156705,0.149403,0.144295,0.117875,0.095914,0.114362,0.093273,0.114362,0.095914,0.117875,0.144295,0.149403,0.156705,0.102957,0.082414,0.154805,0.230851,0.258322,0.079823,0.243281,0.325006,0.154506,0.49239,0.142944,0.35907,0.606619,1.172568,0.951303,0.969468,0.997104,1.823061,3.152846,5.125643,4.068982,13.910137,8.41845,55.090624,29.716238,5.933287,walking
582.871875,84.213196,69.600857,28.737353,9.967486,28.508482,8.503582,11.181306,7.489627,9.771119,2.844926,4.152341,2.80199,3.729926,2.414257,2.029787,1.725488,0.257311,0.695162,0.904758,0.945779,0.308007,0.576524,0.878236,0.557321,0.541917,0.465652,0.791052,0.400708,0.481105,0.686609,0.257919,0.420157,0.257919,0.686609,0.481105,0.400708,0.791052,0.465652,0.541917,0.557321,0.878236,0.576524,0.308007,0.945779,0.904758,0.695162,0.257311,1.725488,2.029787,2.414257,3.729926,2.80199,4.152341,2.844926,9.771119,7.489627,11.181306,8.503582,28.508482,9.967486,28.737353,69.600857,84.213196,15.348727,walking
454.260688,7.654224,117.17843,31.405585,17.181059,28.095354,9.02109,7.40137,6.491293,3.780673,4.42709,2.173681,0.740439,0.838154,0.518651,0.519374,0.184123,0.644567,0.823592,0.741957,0.643083,0.714779,0.702536,0.572098,0.614797,0.650404,0.547238,0.490126,0.642694,0.556878,0.498483,0.599666,0.605912,0.599666,0.498483,0.556878,0.642694,0.490126,0.547238,0.650404,0.614797,0.572098,0.702536,0.714779,0.643083,0.741957,0.823592,0.644567,0.184123,0.519374,0.518651,0.838154,0.740439,2.173681,4.42709,3.780673,6.491293,7.40137,9.02109,28.095354,17.181059,31.405585,117.17843,7.654224,13.012218,walking
353.397767,153.605559,40.028299,15.741918,9.262783,9.245798,8.484383,2.143866,3.06605,2.519096,2.396577,1.914096,1.813219,2.624007,2.803624,2.191871,1.527208,0.77622,0.786547,0.847168,0.950031,0.99171,1.01018,1.030943,0.973421,0.82142,0.903936,0.868651,0.881966,0.927596,0.950678,0.813223,0.669291,0.813223,0.950678,0.927596,0.881966,0.868651,0.903936,0.82142,0.973421,1.030943,1.01018,0.99171,0.950031,0.847168,0.786547,0.77622,1.527208,2.191871,2.803624,2.624007,1.813219,1.914096,2.396577,2.519096,3.06605,2.143866,8.484383,9.245798,9.262783,15.741918,40.028299,153.605559,12.489537,walking
296.624884,111.257473,32.144774,17.365828,22.526931,10.012536,2.387317,4.583616,4.455097,5.921718,5.183668,3.776612,3.660563,3.219626,3.124842,2.810934,2.33962,2.149426,1.99799,2.066799,1.953249,1.981688,1.769784,1.604798,1.457326,1.365444,1.446158,1.434774,1.401713,1.411499,1.358531,1.377755,1.411833,1.377755,1.358531,1.411499,1.401713,1.434774,1.446158,1.365444,1.457326,1.604798,1.769784,1.981688,1.953249,2.066799,1.99799,2.149426,2.33962,2.810934,3.124842,3.219626,3.660563,3.776612,5.183668,5.921718,4.455097,4.583616,2.387317,10.012536,22.526931,17.365828,32.144774,111.257473,9.966446,walking
553.536855,91.527073,80.733663,28.898372,16.981168,32.478695,9.288817,3.460688,16.748518,11.039191,6.298761,6.874921,10.774449,0.904891,3.76567,4.953626,3.948137,1.318627,3.156424,1.893532,1.136503,1.92591,1.577551,1.53565,1.247834,1.794728,1.171485,1.498435,1.280883,1.440578,1.061824,1.436265,1.054557,1.436265,1.061824,1.440578,1.280883,1.498435,1.171485,1.794728,1.247834,1.53565,1.577551,1.92591,1.136503,1.893532,3.156424,1.318627,3.948137,4.953626,3.76567,0.904891,10.774449,6.874921,6.298761,11.039191,16.748518,3.460688,9.288817,32.478695,16.981168,28.898372,80.733663,91.527073,16.688007,walking
607.384637,75.591348,59.934498,67.554937,35.455472,3.859707,14.536352,17.385683,6.762234,10.901582,8.037278,2.408649,8.791068,7.949539,2.694317,4.260381,2.978055,5.38163,3.49509,2.523036,5.035079,2.89034,3.018012,3.401096,2.319847,3.321233,2.7383,2.528394,2.837325,2.709371,2.69622,2.549092,2.830363,2.549092,2.69622,2.709371,2.837325,2.528394,2.7383,3.321233,2.319847,3.401096,3.018012,2.89034,5.035079,2.523036,3.49509,5.38163,2.978055,4.260381,2.694317,7.949539,8.791068,2.408649,8.037278,10.901582,6.762234,17.385683,14.536352,3.859707,35.455472,67.554937,59.934498,75.591348,14.31863,walking
244.961814,18.91873,26.358254,7.6354,9.203577,6.444327,8.519476,3.509387,1.58498,1.427359,0.456156,1.791044,1.470347,0.953886,0.585217,1.091823,0.841717,0.758672,0.903388,0.593424,0.569121,0.65502,0.596043,0.607361,0.521218,0.560236,0.532129,0.591202,0.487288,0.491602,0.497623,0.504817,0.531366,0.504817,0.497623,0.491602,0.487288,0.591202,0.532129,0.560236,0.521218,0.607361,0.596043,0.65502,0.569121,0.593424,0.903388,0.758672,0.841717,1.091823,0.585217,0.953886,1.470347,1.791044,0.456156,1.427359,1.58498,3.509387,8.519476,6.444327,9.203577,7.6354,26.358254,18.91873,5.075587,walking
570.222915,112.011188,69.855617,31.134458,7.452984,28.736712,18.897542,15.378482,5.550802,11.446621,9.762262,9.749677,1.742899,2.472553,4.837061,4.331764,1.924542,1.475267,2.793054,3.194926,1.658149,1.669666,1.883761,2.094382,1.702571,1.604316,1.694642,1.66498,1.705885,1.475946,1.512152,1.528969,1.728751,1.528969,1.512152,1.475946,1.705885,1.66498,1.694642,1.604316,1.702571,2.094382,1.883761,1.669666,1.658149,3.194926,2.793054,1.475267,1.924542,4.331764,4.837061,2.472553,1.742899,9.749677,9.762262,11.446621,5.550802,15.378482,18.897542,28.736712,7.452984,31.134458,69.855617,112.011188,17.47214,walking
462.531908,38.15195,105.425754,42.930588,16.741053,23.11851,15.638416,6.555636,7.469986,5.134532,3.655944,3.395481,4.430017,3.415892,3.657656,3.548166,2.918685,2.301706,1.754183,1.674433,1.574042,1.536828,1.556863,1.475037,1.405211,1.33672,1.161342,0.895486,0.783069,0.726451,0.746267,0.712508,0.706832,0.712508,0.746267,0.726451,0.783069,0.895486,1.161342,1.33672,1.405211,1.475037,1.556863,1.536828,1.574042,1.674433,1.754183,2.301706,2.918685,3.548166,3.657656,3.415892,4.430017,3.395481,3.655944,5.134532,7.469986,6.555636,15.638416,23.11851,16.741053,42.930588,105.425754,38.15195,14.293947,walking
418.083844,142.215161,23.006123,12.546315,8.129214,3.518789,20.220902,12.802719,7.395017,3.983785,2.798004,2.475176,1.657573,1.243566,1.527835,2.215872,1.868558,1.382834,0.686262,0.395138,0.722911,0.939963,0.888621,0.726156,0.794555,0.926024,0.844359,0.496715,0.319758,0.618991,0.87432,0.645986,0.534453,0.645986,0.87432,0.618991,0.319758,0.496715,0.844359,0.926024,0.794555,0.726156,0.888621,0.939963,0.722911,0.395138,0.686262,1.382834,1.868558,2.215872,1.527835,1.243566,1.657573,2.475176,2.798004,3.983785,7.395017,12.802719,20.220902,3.518789,8.129214,12.546315,23.006123,142.215161,12.338262,walking
386.372314,155.20609,13.234079,23.129098,8.15135,18.492835,16.813928,11.985264,5.15275,4.776025,7.706257,6.418145,3.184523,1.542276,4.123072,4.346197,3.686123,2.77631,2.274329,3.162337,3.038882,3.061,2.880024,2.60214,2.71563,2.754728,2.952068,2.68675,2.535906,2.41289,2.419563,2.570611,2.603127,2.570611,2.419563,2.41289,2.535906,2.68675,2.952068,2.754728,2.71563,2.60214,2.880024,3.061,3.038882,3.162337,2.274329,2.77631,3.686123,4.346197,4.123072,1.542276,3.184523,6.418145,7.706257,4.776025,5.15275,11.985264,16.813928,18.492835,8.15135,23.129098,13.234079,155.20609,12.922402,walking
648.79908,128.72672,95.688334,58.81135,20.946636,42.104111,15.835475,17.011577,5.253868,10.377881,13.987523,12.503065,4.058526,4.746387,6.457409,6.793395,6.45269,4.204612,4.372102,4.739438,5.087462,4.20381,3.952796,3.877258,4.489671,4.041529,3.71105,3.713568,3.836023,3.840166,3.801114,3.706741,3.631757,3.706741,3.801114,3.840166,3.836023,3.713568,3.71105,4.041529,4.489671,3.877258,3.952796,4.20381,5.087462,4.739438,4.372102,4.204612,6.45269,6.793395,6.457409,4.746387,4.058526,12.503065,13.987523,10.377881,5.253868,17.011577,15.835475,42.104111,20.946636,58.81135,95.688334,128.72672,21.013093,walking
524.564699,53.003313,91.786517,80.65618,28.238566,12.208537,7.325163,12.017498,4.420303,8.011951,1.366085,3.784544,0.782132,1.283711,0.835675,0.418507,0.889963,0.851832,0.276027,0.85367,0.522987,0.815621,1.016842,0.573603,1.080748,0.572847,0.577466,0.673423,0.165783,0.452027,0.334743,0.181753,0.418171,0.181753,0.334743,0.452027,0.165783,0.673423,0.577466,0.572847,1.080748,0.573603,1.016842,0.815621,0.522987,0.85367,0.276027,0.851832,0.889963,0.418507,0.835675,1.283711,0.782132,3.784544,1.366085,8.011951,4.420303,12.017498,7.325163,12.208537,28.238566,80.65618,91.786517,53.003313,13.462299,walking
244.888008,38.791515,31.607535,25.249864,8.046622,5.651302,4.33655,6.840716,2.612025,3.029589,2.50695,1.714494,1.943647,1.757294,1.628148,1.578617,1.455575,1.360679,1.363003,1.109262,1.227147,1.172838,1.218205,1.186984,1.159972,1.055525,1.036342,1.023888,0.985612,0.992636,1.02507,1.039727,1.006977,1.039727,1.02507,0.992636,0.985612,1.023888,1.036342,1.055525,1.159972,1.186984,1.218205,1.172838,1.227147,1.109262,1.363003,1.360679,1.455575,1.578617,1.628148,1.757294,1.943647,1.714494,2.50695,3.029589,2.612025,6.840716,4.33655,5.651302,8.046622,25.249864,31.607535,38.791515,6.422499,walking
591.736178,123.114455,75.659722,55.983548,7.503678,31.07692,9.080533,2.423817,5.922675,13.459857,4.354267,1.800788,2.890177,4.659446,0.917364,1.579567,2.01445,1.073536,0.466813,0.834126,0.795459,0.523693,1.107067,0.396919,0.234981,0.403543,0.474607,0.530237,0.218537,0.24965,0.369845,0.263194,0.41909,0.263194,0.369845,0.24965,0.218537,0.530237,0.474607,0.403543,0.234981,0.396919,1.107067,0.523693,0.795459,0.834126,0.466813,1.073536,2.01445,1.579567,0.917364,4.659446,2.890177,1.800788,4.354267,13.459857,5.922675,2.423817,9.080533,31.07692,7.503678,55.983548,75.659722,123.114455,18.113849,walking
514.769032,30.180714,48.365059,72.657159,37.917902,18.604356,35.48229,18.666268,17.738591,16.732847,17.518368,14.976796,13.628944,12.919594,12.325486,10.990212,9.708452,8.782605,8.003353,7.393173,7.228878,6.838215,6.848058,6.643427,6.641444,6.639949,6.44609,6.359011,6.246412,6.129941,6.075867,6.033089,5.997335,6.033089,6.075867,6.129941,6.246412,6.359011,6.44609,6.639949,6.641444,6.643427,6.848058,6.838215,7.228878,7.393173,8.003353,8.782605,9.708452,10.990212,12.325486,12.919594,13.628944,14.976796,17.518368,16.732847,17.738591,18.666268,35.48229,18.604356,37.917902,72.657159,48.365059,30.180714,17.713626,walking
350.705214,126.898819,70.105932,38.944379,31.173849,33.556673,22.519108,15.025114,18.150841,16.387935,16.261961,14.547093,12.994652,12.086095,11.161213,10.084992,9.696733,9.333524,8.74334,8.535532,8.16362,8.211145,8.005926,7.886093,7.596791,7.291592,6.948094,6.816809,6.738138,6.701469,6.704246,6.696872,6.643735,6.696872,6.704246,6.701469,6.738138,6.816809,6.948094,7.291592,7.596791,7.886093,8.005926,8.211145,8.16362,8.535532,8.74334,9.333524,9.696733,10.084992,11.161213,12.086095,12.994652,14.547093,16.261961,16.387935,18.150841,15.025114,22.519108,33.556673,31.173849,38.944379,70.105932,126.898819,17.239401,walking
517.494067,117.986134,26.204921,29.517006,18.041338,29.197,35.651836,10.528848,23.25475,8.952677,14.123907,11.514124,8.606349,8.028483,8.151031,9.056562,5.858125,7.014576,6.469265,6.256872,6.095871,5.40899,5.853557,5.505857,5.361011,5.524109,5.349847,5.249441,5.294954,5.035228,5.249284,5.275594,4.881484,5.275594,5.249284,5.035228,5.294954,5.249441,5.349847,5.524109,5.361011,5.505857,5.853557,5.40899,6.095871,6.256872,6.469265,7.014576,5.858125,9.056562,8.151031,8.028483,8.606349,11.514124,14.123907,8.952677,23.25475,10.528848,35.651836,29.197,18.041338,29.517006,26.204921,117.986134,14.145226,walking
511.672857,80.708855,83.636519,55.025533,61.015529,27.074351,32.112386,18.19029,10.811579,8.127008,4.471085,1.243928,1.143166,1.80944,2.156155,2.298522,2.587635,2.911311,2.80699,3.08069,3.298893,3.25795,3.241077,3.295855,3.031831,2.939359,2.834271,2.783975,2.667861,2.641868,2.628673,2.676285,2.708443,2.676285,2.628673,2.641868,2.667861,2.783975,2.834271,2.939359,3.031831,3.295855,3.241077,3.25795,3.298893,3.08069,2.80699,2.911311,2.587635,2.298522,2.156155,1.80944,1.143166,1.243928,4.471085,8.127008,10.811579,18.19029,32.112386,27.074351,61.015529,55.025533,83.636519,80.708855,18.849849,walking
403.181151,65.464473,86.487855,86.204152,23.672037,42.851358,16.707092,21.255766,20.266374,6.181038,11.442047,8.024774,8.791815,6.350839,6.56839,7.815411,4.39216,6.302686,4.0394,5.645747,4.001201,5.066751,4.018559,4.339937,4.389608,3.8396,4.222012,3.673957,4.231372,3.625318,4.10267,3.539656,4.205245,3.539656,4.10267,3.625318,4.231372,3.673957,4.222012,3.8396,4.389608,4.339937,4.018559,5.066751,4.001201,5.645747,4.0394,6.302686,4.39216,7.815411,6.56839,6.350839,8.791815,8.024774,11.442047,6.181038,20.266374,21.255766,16.707092,42.851358,23.672037,86.204152,86.487855,65.464473,14.970652,walking
254.946902,54.561827,59.706371,18.048875,18.007494,13.997879,12.411197,9.11812,8.160803,7.520191,7.857548,7.107839,6.786927,6.218994,5.895524,5.520889,5.384527,5.015661,4.727226,4.553611,4.505785,4.455233,4.418379,4.242064,4.108458,3.989575,3.921569,3.916368,3.840458,3.853287,3.794462,3.738706,3.814243,3.738706,3.794462,3.853287,3.840458,3.916368,3.921569,3.989575,4.108458,4.242064,4.418379,4.455233,4.505785,4.553611,4.727226,5.015661,5.384527,5.520889,5.895524,6.218994,6.786927,7.107839,7.857548,7.520191,8.160803,9.11812,12.411197,13.997879,18.007494,18.048875,59.706371,54.561827,8.665234,walking
631.735841,109.79495,71.04412,22.166396,24.24784,37.455985,7.68926,20.694669,8.451484,3.253957,8.999856,4.126198,1.973105,4.086776,2.890116,0.593377,1.595485,1.573881,0.78978,1.05267,0.743804,0.943976,0.218479,0.830633,0.016111,0.673971,0.302497,0.525727,0.212141,0.255473,0.220709,0.256731,0.158769,0.256731,0.220709,0.255473,0.212141,0.525727,0.302497,0.673971,0.016111,0.830633,0.218479,0.943976,0.743804,1.05267,0.78978,1.573881,1.595485,0.593377,2.890116,4.086776,1.973105,4.126198,8.999856,3.253957,8.451484,20.694669,7.68926,37.455985,24.24784,22.166396,71.04412,109.79495,17.733897,walking
523.781827,31.804831,93.643842,88.62036,16.335378,18.132111,11.661194,7.525799,9.263034,7.597644,7.280316,4.823958,6.421073,4.689501,4.93535,1.953372,3.552639,0.883722,3.942802,1.262543,2.732862,1.241942,1.550066,2.005219,1.517622,1.990394,1.659459,1.161582,1.751552,0.708348,1.460224,0.561357,1.399386,0.561357,1.460224,0.708348,1.751552,1.161582,1.659459,1.990394,1.517622,2.005219,1.550066,1.241942,2.732862,1.262543,3.942802,0.883722,3.552639,1.953372,4.93535,4.689501,6.421073,4.823958,7.280316,7.597644,9.263034,7.525799,11.661194,18.132111,16.335378,88.62036,93.643842,31.804831,13.420867,walking
221.406682,26.323592,48.751773,30.07393,15.464477,4.889372,11.291081,10.163641,7.11923,7.573061,4.277216,6.466319,4.969738,5.620391,4.593001,4.275393,4.079308,4.6518,3.950673,3.181083,3.50575,4.260468,3.835154,2.709027,2.716958,3.918633,3.842194,2.7128,2.338043,3.510909,4.015828,3.050923,2.057928,3.050923,4.015828,3.510909,2.338043,2.7128,3.842194,3.918633,2.716958,2.709027,3.835154,4.260468,3.50575,3.181083,3.950673,4.6518,4.079308,4.275393,4.593001,5.620391,4.969738,6.466319,4.277216,7.573061,7.11923,10.163641,11.291081,4.889372,15.464477,30.07393,48.751773,26.323592,6.579018,walking
520.417932,89.933699,109.146738,60.649994,28.933111,41.720315,9.940988,20.345749,8.476904,16.740425,5.397237,8.403346,7.600714,7.971936,7.195031,7.969325,6.758776,6.324681,6.432136,5.805291,4.852904,5.827084,4.617486,5.009729,5.113045,4.642726,4.976327,4.799413,4.626752,4.599707,4.468216,4.629977,4.427749,4.629977,4.468216,4.599707,4.626752,4.799413,4.976327,4.642726,5.113045,5.009729,4.617486,5.827084,4.852904,5.805291,6.432136,6.324681,6.758776,7.969325,7.195031,7.971936,7.600714,8.403346,5.397237,16.740425,8.476904,20.345749,9.940988,41.720315,28.933111,60.649994,109.146738,89.933699,14.863531,walking
496.832346,46.552117,97.618142,28.640198,32.053143,3.482238,1.287601,5.36488,2.626809,2.56495,2.500392,2.372618,0.407952,1.355369,1.207007,0.709112,0.843484,0.891966,0.744944,0.633937,0.373819,0.59397,0.626832,0.339322,0.392084,0.347557,0.250244,0.317039,0.22288,0.395306,0.348805,0.311113,0.292882,0.311113,0.348805,0.395306,0.22288,0.317039,0.250244,0.347557,0.392084,0.339322,0.626832,0.59397,0.373819,0.633937,0.744944,0.891966,0.843484,0.709112,1.207007,1.355369,0.407952,2.372618,2.500392,2.56495,2.626809,5.36488,1.287601,3.482238,32.053143,28.640198,97.618142,46.552117,11.500235,walking
511.795437,220.71728,46.313152,50.189092,66.519494,48.258397,49.065402,40.282621,21.652522,10.269256,0.754186,7.674692,9.202726,7.663011,4.268763,5.579865,5.474654,3.395181,3.830906,5.192036,4.489957,3.517708,3.621827,3.609707,3.58031,3.760813,3.621797,3.505433,3.369982,3.292906,3.423498,3.414004,3.310199,3.414004,3.423498,3.292906,3.369982,3.505433,3.621797,3.760813,3.58031,3.609707,3.621827,3.517708,4.489957,5.192036,3.830906,3.395181,5.474654,5.579865,4.268763,7.663011,9.202726,7.674692,0.754186,10.269256,21.652522,40.282621,49.065402,48.258397,66.519494,50.189092,46.313152,220.71728,19.016759,walking
397.431981,142.820978,54.50572,49.439347,30.557391,19.163474,1.639947,5.895378,9.795146,10.681013,9.148835,7.112527,5.645764,4.310339,3.793743,3.512382,3.161708,3.340715,3.281659,3.117038,3.225328,3.220396,3.374929,3.329962,3.088969,3.034744,2.912737,2.870618,2.810175,2.722283,2.742932,2.79181,2.879353,2.79181,2.742932,2.722283,2.810175,2.870618,2.912737,3.034744,3.088969,3.329962,3.374929,3.220396,3.225328,3.117038,3.281659,3.340715,3.161708,3.512382,3.793743,4.310339,5.645764,7.112527,9.148835,10.681013,9.795146,5.895378,1.639947,19.163474,30.557391,49.439347,54.50572,142.820978,13.957412,walking
591.41773,130.866947,42.125947,44.724322,15.072965,11.897012,3.76393,7.630024,6.970289,3.883802,3.819311,2.988543,2.675896,2.024088,3.509402,2.078675,1.007097,2.139207,1.107249,1.514781,1.010797,0.752196,0.831026,0.786634,0.783243,0.609284,0.741454,0.457194,0.375616,0.54893,0.492315,0.496884,0.562825,0.496884,0.492315,0.54893,0.375616,0.457194,0.741454,0.609284,0.783243,0.786634,0.831026,0.752196,1.010797,1.514781,1.107249,2.139207,1.007097,2.078675,3.509402,2.024088,2.675896,2.988543,3.819311,3.883802,6.970289,7.630024,3.76393,11.897012,15.072965,44.724322,42.125947,130.866947,15.869538,walking
620.751352,126.596874,197.187621,49.78679,132.914904,68.711189,22.684526,17.497319,8.861148,5.934336,9.739951,8.174442,6.174151,6.016554,4.008758,1.538918,2.189543,3.096302,2.479957,2.836519,2.576879,1.608034,1.434435,1.956507,2.070307,2.125296,1.966793,1.927912,1.709744,1.63653,1.741961,1.888439,1.941885,1.888439,1.741961,1.63653,1.709744,1.927912,1.966793,2.125296,2.070307,1.956507,1.434435,1.608034,2.576879,2.836519,2.479957,3.096302,2.189543,1.538918,4.008758,6.016554,6.174151,8.174442,9.739951,5.934336,8.861148,17.497319,22.684526,68.711189,132.914904,49.78679,197.187621,126.596874,29.10233,walking
346.714061,85.593771,48.233045,51.495241,36.773921,60.31842,30.187761,18.760836,10.789498,2.773429,5.149432,4.42904,5.095419,3.506071,3.943208,3.107849,2.385028,2.16943,1.667394,1.718372,1.801158,2.168646,2.153453,2.160775,2.155455,1.79241,1.746833,1.750198,1.745682,1.827375,1.791069,1.833815,1.749494,1.833815,1.791069,1.827375,1.745682,1.750198,1.746833,1.79241,2.155455,2.160775,2.153453,2.168646,1.801158,1.718372,1.667394,2.16943,2.385028,3.107849,3.943208,3.506071,5.095419,4.42904,5.149432,2.773429,10.789498,18.760836,30.187761,60.31842,36.773921,51.495241,48.233045,85.593771,14.413608,walking
502.509188,108.009746,34.12779,48.524161,27.450738,30.437259,1.217979,4.636588,5.77003,2.668834,6.542631,3.876883,0.308912,2.8037,2.047849,0.954176,1.91187,0.910006,1.413103,1.603007,0.788128,0.977438,1.514549,1.171319,1.185926,1.178016,1.102431,1.089773,1.072471,1.003718,1.066431,1.207311,0.956277,1.207311,1.066431,1.003718,1.072471,1.089773,1.102431,1.178016,1.185926,1.171319,1.514549,0.977438,0.788128,1.603007,1.413103,0.910006,1.91187,0.954176,2.047849,2.8037,0.308912,3.876883,6.542631,2.668834,5.77003,4.636588,1.217979,30.437259,27.450738,48.524161,34.12779,108.009746,14.873726,walking
498.003419,13.35492,89.537587,47.610624,32.65863,12.768895,3.1613,5.608959,1.822691,1.850718,1.135381,1.530525,1.1352,1.411052,0.951321,0.785623,0.489753,0.454183,0.587519,0.491399,0.582277,0.468645,0.438678,0.533573,0.42968,0.703959,0.339407,0.496917,0.426721,0.452721,0.578797,0.299123,0.47768,0.299123,0.578797,0.452721,0.426721,0.496917,0.339407,0.703959,0.42968,0.533573,0.438678,0.468645,0.582277,0.491399,0.587519,0.454183,0.489753,0.785623,0.951321,1.411052,1.1352,1.530525,1.135381,1.850718,1.822691,5.608959,3.1613,12.768895,32.65863,47.610624,89.537587,13.35492,12.331658,walking
396.238813,150.248475,75.805508,44.720888,50.957207,26.454871,27.425845,18.187193,11.291901,7.893971,2.716298,2.566062,0.935556,1.87685,2.936461,2.811727,2.067872,1.583096,1.040568,0.776019,0.595674,0.748744,0.685749,0.853441,0.823055,1.0763,1.126078,1.049596,0.892681,0.77954,0.704143,0.76068,0.709688,0.76068,0.704143,0.77954,0.892681,1.049596,1.126078,1.0763,0.823055,0.853441,0.685749,0.748744,0.595674,0.776019,1.040568,1.583096,2.067872,2.811727,2.936461,1.87685,0.935556,2.566062,2.716298,7.893971,11.291901,18.187193,27.425845,26.454871,50.957207,44.720888,75.805508,150.248475,18.522726,walking
